min_date,max_date,crop,variety,sitename,variable,method,value,n,statname,stat,treatment_id,replicate_id,study_year,min_depth,max_depth,citation,fill_status,notes,dataset_id,reported_units,observation_level,site_id,method_id,citation_id,data_origin,flags,attributes_json,source_table
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1,1,NA,NA,socs_sys1,1,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.4,1,NA,NA,socs_sys1,2,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.4,1,NA,NA,socs_sys1,3,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.41,1,NA,NA,socs_sys1,4,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.35,1,NA,NA,socs_sys1,1,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.34,1,NA,NA,socs_sys1,2,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.41,1,NA,NA,socs_sys1,3,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1,1,NA,NA,socs_sys1,4,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.38,1,NA,NA,socs_sys1,1,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.29,1,NA,NA,socs_sys1,2,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.24,1,NA,NA,socs_sys1,3,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.29,1,NA,NA,socs_sys1,4,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.3,1,NA,NA,socs_sys2,1,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.35,1,NA,NA,socs_sys2,2,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1,1,NA,NA,socs_sys2,3,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.45,1,NA,NA,socs_sys2,4,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.31,1,NA,NA,socs_sys2,1,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.27,1,NA,NA,socs_sys2,2,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1,1,NA,NA,socs_sys2,3,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.29,1,NA,NA,socs_sys2,4,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.37,1,NA,NA,socs_sys2,1,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.26,1,NA,NA,socs_sys2,2,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.17,1,NA,NA,socs_sys2,3,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.23,1,NA,NA,socs_sys2,4,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.37,1,NA,NA,socs_sys4,1,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.29,1,NA,NA,socs_sys4,2,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.29,1,NA,NA,socs_sys4,3,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1,1,NA,NA,socs_sys4,4,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.26,1,NA,NA,socs_sys4,1,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.28,1,NA,NA,socs_sys4,2,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.24,1,NA,NA,socs_sys4,3,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.25,1,NA,NA,socs_sys4,4,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.26,1,NA,NA,socs_sys4,1,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.23,1,NA,NA,socs_sys4,2,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.18,1,NA,NA,socs_sys4,3,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.22,1,NA,NA,socs_sys4,4,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.34,1,NA,NA,socs_sys5,1,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.35,1,NA,NA,socs_sys5,2,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.34,1,NA,NA,socs_sys5,3,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.28,1,NA,NA,socs_sys5,4,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.26,1,NA,NA,socs_sys5,1,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.28,1,NA,NA,socs_sys5,2,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.25,1,NA,NA,socs_sys5,3,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.24,1,NA,NA,socs_sys5,4,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.33,1,NA,NA,socs_sys5,1,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.22,1,NA,NA,socs_sys5,2,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.19,1,NA,NA,socs_sys5,3,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.21,1,NA,NA,socs_sys5,4,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.31,1,NA,NA,socs_sys7,1,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.31,1,NA,NA,socs_sys7,2,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.27,1,NA,NA,socs_sys7,3,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2006-10-01,2006-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.3,1,NA,NA,socs_sys7,4,4,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.24,1,NA,NA,socs_sys7,1,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.29,1,NA,NA,socs_sys7,2,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.21,1,NA,NA,socs_sys7,3,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2010-10-01,2010-11-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.25,1,NA,NA,socs_sys7,4,7,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,reported as fall sampling; approximate October window,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.27,1,NA,NA,socs_sys7,1,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.25,1,NA,NA,socs_sys7,2,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.18,1,NA,NA,socs_sys7,3,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2011-08-01,2011-09-01,NA,NA,salinas_socs,bulk_density_g_cm3,core_sample,1.18,1,NA,NA,socs_sys7,4,8,0,30,10.1016/j.dib.2020.106481,FILLED_SITE_DATA_XLSX,August 2011; study ended post-lettuce harvest,white_salinas_2020,g cm-3,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,52,1,NA,NA,socs_sys1,1,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,49,1,NA,NA,socs_sys1,2,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,46,1,NA,NA,socs_sys1,3,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,44,1,NA,NA,socs_sys1,4,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,50,1,NA,NA,socs_sys2,1,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,60,1,NA,NA,socs_sys2,2,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,49,1,NA,NA,socs_sys2,3,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,53,1,NA,NA,socs_sys2,4,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,57,1,NA,NA,socs_sys4,1,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,50,1,NA,NA,socs_sys4,2,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,59,1,NA,NA,socs_sys4,3,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,45,1,NA,NA,socs_sys4,4,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,40,1,NA,NA,socs_sys5,1,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,44,1,NA,NA,socs_sys5,2,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,44,1,NA,NA,socs_sys5,3,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,49,1,NA,NA,socs_sys5,4,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,54,1,NA,NA,socs_sys7,1,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,43,1,NA,NA,socs_sys7,2,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,50,1,NA,NA,socs_sys7,3,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2003-10-13,2003-10-13,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,51,1,NA,NA,socs_sys7,4,0,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,exact date from companion paper,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2004-10-01,2004-11-01,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,21,1,NA,NA,socs_sys1,1,1,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,fall sampling; approximate October window; Year 1,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2004-10-01,2004-11-01,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,12,1,NA,NA,socs_sys1,2,1,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,fall sampling; approximate October window; Year 1,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2004-10-01,2004-11-01,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,9,1,NA,NA,socs_sys1,3,1,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,fall sampling; approximate October window; Year 1,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2004-10-01,2004-11-01,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,17,1,NA,NA,socs_sys1,4,1,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,fall sampling; approximate October window; Year 1,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2004-10-01,2004-11-01,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,26,1,NA,NA,socs_sys2,1,1,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,fall sampling; approximate October window; Year 1,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
2004-10-01,2004-11-01,NA,NA,salinas_socs,SOC_stock_Mg_ha,elemental_analysis,19,1,NA,NA,socs_sys2,2,1,0,30,10.1016/j.dib.2020.106481,FILLED_ZOTERO_XLSX,fall sampling; approximate October window; Year 1,white_salinas_2020,Mg C ha-1,replicate,NA,NA,NA,NA,NA,NA,NA
