treatment_id,replicate_id,study_year,plos_system,source_value_Mg_C_ha,correction_factor,SOC_stock_0_30cm_Mg_C_ha,correction_note,attributes_json
socs_sys8,2,4,NA,30,0.905,27.150000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":30,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,2,5,NA,36,0.905,32.58,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":36,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,2,6,NA,41,0.905,37.105000000000004,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":41,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,2,7,NA,46,0.905,41.63,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":46,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,2,8,NA,29,0.905,26.245,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":29,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,0,NA,43,0.905,38.915,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":43,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,1,NA,13,0.905,11.765,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":13,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,2,NA,38,0.905,34.39,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":38,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,3,NA,37,0.905,33.485,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":37,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,4,NA,25,0.905,22.625,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":25,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,5,NA,25,0.905,22.625,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":25,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,6,NA,37,0.905,33.485,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":37,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,7,NA,34,0.905,30.77,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":34,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,3,8,NA,32,0.905,28.96,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":32,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,0,NA,40,0.905,36.2,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":40,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,1,NA,23,0.905,20.815,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":23,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,2,NA,37,0.905,33.485,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":37,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,3,NA,36,0.905,32.58,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":36,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,4,NA,31,0.905,28.055,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":31,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,5,NA,30,0.905,27.150000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":30,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,6,NA,37,0.905,33.485,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":37,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,7,NA,34,0.905,30.77,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":34,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys8,4,8,NA,32,0.905,28.96,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":32,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
