treatment_id,replicate_id,study_year,plos_system,source_value_Mg_C_ha,correction_factor,SOC_stock_0_30cm_Mg_C_ha,correction_note,attributes_json
socs_sys1,1,0,1,52,0.905,47.06,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":52,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,1,1,1,21,0.905,19.005,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":21,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,1,2,1,34,0.905,30.77,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":34,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,1,3,1,28,0.905,25.34,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":28,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,1,4,1,22,0.905,19.91,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":22,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,1,5,1,24,0.905,21.72,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":24,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,1,6,1,26,0.905,23.53,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":26,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,1,7,1,15,0.905,13.575000000000001,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":15,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,1,8,1,22,0.905,19.91,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":22,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,0,1,49,0.905,44.345,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":49,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,1,1,12,0.905,10.86,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":12,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,2,1,30,0.905,27.150000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":30,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,3,1,29,0.905,26.245,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":29,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,4,1,18,0.905,16.29,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":18,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,5,1,20,0.905,18.1,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":20,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,6,1,29,0.905,26.245,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":29,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,7,1,20,0.905,18.1,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":20,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,2,8,1,17,0.905,15.385,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":17,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,0,1,46,0.905,41.63,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":46,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,1,1,9,0.905,8.145,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":9,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,2,1,23,0.905,20.815,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":23,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,3,1,22,0.905,19.91,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":22,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,4,1,18,0.905,16.29,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":18,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,5,1,16,0.905,14.48,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":16,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,6,1,23,0.905,20.815,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":23,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,7,1,22,0.905,19.91,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":22,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,3,8,1,18,0.905,16.29,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":18,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,0,1,44,0.905,39.82,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":44,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,1,1,17,0.905,15.385,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":17,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,2,1,25,0.905,22.625,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":25,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,3,1,26,0.905,23.53,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":26,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,4,1,24,0.905,21.72,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":24,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,5,1,30,0.905,27.150000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":30,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,6,1,25,0.905,22.625,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":25,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,7,1,27,0.905,24.435000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":27,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys1,4,8,1,24,0.905,21.72,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":24,""plos_system"":1,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,0,2,50,0.905,45.25,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":50,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,1,2,26,0.905,23.53,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":26,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,2,2,42,0.905,38.01,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":42,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,3,2,35,0.905,31.675,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":35,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,4,2,31,0.905,28.055,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":31,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,5,2,27,0.905,24.435000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":27,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,6,2,33,0.905,29.865000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":33,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,7,2,21,0.905,19.005,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":21,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,1,8,2,24,0.905,21.72,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":24,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,0,2,60,0.905,54.300000000000004,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":60,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,1,2,19,0.905,17.195,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":19,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,2,2,27,0.905,24.435000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":27,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,3,2,34,0.905,30.77,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":34,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,4,2,26,0.905,23.53,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":26,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,5,2,29,0.905,26.245,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":29,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,6,2,49,0.905,44.345,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":49,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,7,2,35,0.905,31.675,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":35,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,2,8,2,37,0.905,33.485,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":37,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,3,0,2,49,0.905,44.345,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":49,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,3,1,2,13,0.905,11.765,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":13,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,3,2,2,34,0.905,30.77,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":34,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
